year,event_id,source_record_id,state,start_date,end_date,canonical_district,evidence_scope,evidence_type,source_class,source_title,source_url,evidence_note,boundary_note,circularity_risk,merge_rule,origin
2015,E016,,Assam,,,Kokrajhar,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Lakhimpur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Morigaon,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Nagaon,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Nalbari,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Sonitpur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Tinsukia,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E016,,Assam,,,Udalguri,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official cumulative affected-district list close to the event period; may include continuing monsoon impacts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Bishnupur,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Chandel,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Churachandpur,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Jiribam,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Thoubal,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E019,,Manipur,,,Ukhrul,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official situation report identifies severe/affected flood districts; some are broader than the worst-hit subset.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Balasore,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Bhadrak,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Deogarh,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Jajpur,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Jharsuguda,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Keonjhar,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E020,,Odisha,,,Mayurbhanj,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,Official flood situation report; same regional flood episode.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Baran,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Barmer,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Dungarpur,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Jalore,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Jhalawar,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E021,,Rajasthan,,,Sirohi,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Situation Report, 2 Aug 2015",https://reliefweb.int/attachments/62521c77-2222-3ccb-ade1-6b80bf5dc372/02-08-2015-sitrep-3-situation-reports-in-india-manipur-gujarat-rajasthan-odisha-and-wb.pdf,"Official report states these districts faced flood situation, especially Jalore/Sirohi and other severely affected districts.",,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Baksa,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Barpeta,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Bongaigaon,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Cachar,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Darrang,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Dhemaji,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Dibrugarh,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2015,E023,,Assam,,,Goalpara,same_episode,same_episode_evidence,official_government,"Government of India MHA/NERC Monsoon-Flood Situation Report, 1 Sep 2015",https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW859,Official flood-affected district list; use as same-season/event-window supplement and dedupe against structured EM-DAT districts.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
