event_district_id,event_id,source_record_id,state,district,start_date,end_date,date_precision,district_source,district_resolution_evidence,state_resolution_source,state_resolution_evidence,aoi_level,aoi_match_status
E003::morbi,E003,2015-0249-IND,Gujarat,Morbi,2015-06-19,2015-06-20,start:day|end:day,gadm,"[""gadm:IND.11.20_1""]",gadm|location,"[""gadm:IND.11.20_1"", ""gadm:IND.11.26_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.2_1"", ""gadm:IND.11.30_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,pending
E003::rajkot,E003,2015-0249-IND,Gujarat,Rajkot,2015-06-19,2015-06-20,start:day|end:day,gadm,"[""gadm:IND.11.26_1""]",gadm|location,"[""gadm:IND.11.20_1"", ""gadm:IND.11.26_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.2_1"", ""gadm:IND.11.30_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,pending
E003::surat,E003,2015-0249-IND,Gujarat,Surat,2015-06-19,2015-06-20,start:day|end:day,gadm,"[""gadm:IND.11.28_1""]",gadm|location,"[""gadm:IND.11.20_1"", ""gadm:IND.11.26_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.2_1"", ""gadm:IND.11.30_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,pending
E003::tapi,E003,2015-0249-IND,Gujarat,Tapi,2015-06-19,2015-06-20,start:day|end:day,gadm,"[""gadm:IND.11.30_1""]",gadm|location,"[""gadm:IND.11.20_1"", ""gadm:IND.11.26_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.2_1"", ""gadm:IND.11.30_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,pending
E004::mumbai%20city,E004,2015-0249-IND,Maharashtra,Mumbai City,2015-06-19,2015-06-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Mumbai City\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-06-20\"", \""event_id\"": \""E004\"", \""evidence_note\"": \""Direct waterlogging/flooded streets and transport disruption during the two-day EM-DAT event.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 10, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0249-IND\"", \""source_title\"": \""Mumbai heavy rain and waterlogging, 19 June 2015\"", \""source_url\"": \""https://indianexpress.com/article/cities/mumbai/mumbai-60-mm-rain-lashes-city-commuters-bear-brunt/\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-06-19\"", \""state\"": \""Maharashtra\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1498"", ""gadm:IND.20_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,pending
E004::mumbai%20suburban,E004,2015-0249-IND,Maharashtra,Mumbai Suburban,2015-06-19,2015-06-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Mumbai Suburban\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-06-20\"", \""event_id\"": \""E004\"", \""evidence_note\"": \""Direct waterlogging/flooded streets and transport disruption during the two-day EM-DAT event.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 11, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0249-IND\"", \""source_title\"": \""Mumbai heavy rain and waterlogging, 19 June 2015\"", \""source_url\"": \""https://indianexpress.com/article/cities/mumbai/mumbai-60-mm-rain-lashes-city-commuters-bear-brunt/\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-06-19\"", \""state\"": \""Maharashtra\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1498"", ""gadm:IND.20_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,pending
E004::palghar,E004,2015-0249-IND,Maharashtra,Palghar,2015-06-19,2015-06-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Palghar\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-06-20\"", \""event_id\"": \""E004\"", \""evidence_note\"": \""Coastal Maharashtra same rain episode; district-specific flood impact less explicit.\"", \""evidence_scope\"": \""same_event_period_broad\"", \""evidence_type\"": \""rainfall_proxy\"", \""mapping_row\"": 12, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""secondary_media\"", \""source_record_id\"": \""2015-0249-IND\"", \""source_title\"": \""Mumbai-Konkan rain episode\"", \""source_url\"": \""https://indianexpress.com/article/cities/mumbai/live-heavy-rain-throws-mumbai-out-of-gear-schools-shut-train-lines-affected/\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-06-19\"", \""state\"": \""Maharashtra\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1498"", ""gadm:IND.20_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,pending
E004::thane,E004,2015-0249-IND,Maharashtra,Thane,2015-06-19,2015-06-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Thane\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-06-20\"", \""event_id\"": \""E004\"", \""evidence_note\"": \""District/city administration response during same event dates; heavy rain/flooding impacts.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 13, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0249-IND\"", \""source_title\"": \""Thane reels under heavy rains, 19 June 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/city/thane/thane-reels-under-heavy-rains/articleshow/47730846.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-06-19\"", \""state\"": \""Maharashtra\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1498"", ""gadm:IND.20_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,pending
E005::darjeeling,E005,2015-0253-IND,West Bengal,Darjeeling,2015-06-23,2015-06-30,start:day|end:day,admin_units|gadm,"[""admin_units:Darjiling"", ""gadm:IND.36.6_1"", ""recovery_alias:Darjiling->Darjeeling""]",gadm|location,"[""gadm:IND.36.6_1"", ""location:(?<![A-Za-z])West\\ Bengal(?![A-Za-z])""]",district,pending
E008::kullu,E008,2015-0333-IND,Himachal Pradesh,Kullu,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Kullu\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E008\"", \""evidence_note\"": \""Direct heavy-rain/landslide impact during event window; retained only in maximal tier because flood inundation is not explicitly established.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""rain_landslide_proxy\"", \""mapping_row\"": 14, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""Rain-triggered landslides in Kullu/Manali and Mandi, 7 July 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/india/rain-triggers-landslides-in-manali-1-killed/articleshow/47966295.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Himachal Pradesh\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1493"", ""gadm:IND.13_1"", ""location:(?<![A-Za-z])Himachal\\ Pradesh(?![A-Za-z])""]",district,pending
E008::mandi,E008,2015-0333-IND,Himachal Pradesh,Mandi,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Mandi\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E008\"", \""evidence_note\"": \""Direct heavy-rain/landslide impact during event window; retained only in maximal tier because flood inundation is not explicitly established.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""rain_landslide_proxy\"", \""mapping_row\"": 15, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""Rain-triggered landslides in Kullu/Manali and Mandi, 7 July 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/india/rain-triggers-landslides-in-manali-1-killed/articleshow/47966295.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Himachal Pradesh\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1493"", ""gadm:IND.13_1"", ""location:(?<![A-Za-z])Himachal\\ Pradesh(?![A-Za-z])""]",district,pending
E009::anantnag,E009,2015-0333-IND,Jammu and Kashmir,Anantnag,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Anantnag\"", \""circularity_risk\"": \""none\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E009\"", \""evidence_note\"": \""MHA records a 12 July cloudburst at Adu/Pahalgam, district Anantnag, with fatalities/missing persons.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 16, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_government\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""MHA Daily Monsoon/Flood Situation Report, 15 July 2015\"", \""source_url\"": \""https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW874\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Jammu and Kashmir\"", \""year\"": \""2015\""}""]",location,"[""location:(?<![A-Za-z])Jammu\\ and\\ Kashmir(?![A-Za-z])""]",district,pending
E010::barnala,E010,2015-0333-IND,Punjab,Barnala,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Barnala\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E010\"", \""evidence_note\"": \""Drain overflow directly submerged crops in three villages in Barnala district during event window.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 17, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""Overflowing drain inundates 2,000 acres, Barnala, 13 July 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/city/chandigarh/overflowing-drain-inundates-2000-acres/articleshow/48046851.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Punjab\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:1505"", ""gadm:IND.28_1"", ""location:(?<![A-Za-z])Punjab(?![A-Za-z])""]",district,pending
E012::barabanki,E012,2015-0333-IND,Uttar Pradesh,Barabanki,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Barabanki\"", \""circularity_risk\"": \""none\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E012\"", \""evidence_note\"": \""CWC records Ghagra at Elginbridge, Barabanki above danger level in moderate flood situation.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 18, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_government\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""MHA/CWC Daily Monsoon-Flood Situation Report, 12 July 2015\"", \""source_url\"": \""https://ndmindia.mha.gov.in/ndmi/viewUploadedDocument?uid=NEW873\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Uttar Pradesh\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:70081"", ""gadm:IND.34_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E013::nainital,E013,2015-0333-IND,Uttarakhand,Nainital,2015-07-07,2015-07-13,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Nainital\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-07-13\"", \""event_id\"": \""E013\"", \""evidence_note\"": \""Lower Mall Road submerged after extreme rain; direct local inundation during event window.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 19, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0333-IND\"", \""source_title\"": \""Nainital heavy rain and inundation, 7 July 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/city/dehradun/nainital-has-british-era-drainage-system-to-thank-for-in-monsoon/articleshow/47977829.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-07\"", \""state\"": \""Uttarakhand\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:70082"", ""gadm:IND.35_1"", ""location:(?<![A-Za-z])Uttarakhand(?![A-Za-z])""]",district,pending
E014::east%20kameng,E014,2015-0413-IND,Arunachal Pradesh,East Kameng,2015-07-14,2015-07-16,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""East Kameng\"", \""circularity_risk\"": \""news_used_for_geography_only; do not use article itself in coverage outcome validation\"", \""end_date\"": \""2015-07-16\"", \""event_id\"": \""E014\"", \""evidence_note\"": \""District administration reported rain-triggered landslides and damage in Seppa, East Kameng during the event.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""rain_landslide_proxy\"", \""mapping_row\"": 20, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""official_quoted_media\"", \""source_record_id\"": \""2015-0413-IND\"", \""source_title\"": \""District administration report on Seppa landslide, 15 July 2015\"", \""source_url\"": \""https://timesofindia.indiatimes.com/india/3-killed-in-landslide-in-arunachal-pradesh/articleshow/48086216.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2015-07-14\"", \""state\"": \""Arunachal Pradesh\"", \""year\"": \""2015\""}""]",admin_units|gadm|location,"[""admin_units:70072"", ""gadm:IND.3_1"", ""gadm:Z07.3_1"", ""location:(?<![A-Za-z])Arunachal\\ Pradesh(?![A-Za-z])""]",district,pending
E015::dhemaji,E015,2015-0413-IND,Assam,Dhemaji,2015-07-14,2015-07-16,start:day|end:day,gadm,"[""gadm:IND.4.7_1""]",gadm|location,"[""gadm:IND.4.19_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,pending
E015::kokrajhar,E015,2015-0413-IND,Assam,Kokrajhar,2015-07-14,2015-07-16,start:day|end:day,gadm,"[""gadm:IND.4.19_1""]",gadm|location,"[""gadm:IND.4.19_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,pending
E015::lakhimpur,E015,2015-0413-IND,Assam,Lakhimpur,2015-07-14,2015-07-16,start:day|end:day,gadm,"[""gadm:IND.4.20_1""]",gadm|location,"[""gadm:IND.4.19_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,pending
