event_id,state,district,canonical_state,start_date,bbox_area_km2,state_area_km2,district_km2,raw_flood_area_km2,adjusted_flood_area_km2,flood_ratio,combined_source,region_total_population,population_exposed,exposure_rate,warnings
E70,Jharkhand,Ramgarh,Jharkhand,2021-06-01,,79716,6175.1,24.03,24.03,0.0039,NDWI,40626000,12247.0,0.0039,
E71,Jharkhand,Ramgarh,Jharkhand,2022-08-01,,79716,6175.1,0.84,0.84,0.0001,SITS+NDWI,40626000,428.0,0.0001,
E72,Karnataka,Vijayanagara,Karnataka,2019-07-14,,191791,8455.4,8.3,8.3,0.001,NDWI,68679000,2972.0,0.001,
E73,Karnataka,Vijayanagara,Karnataka,2020-06-01,,191791,8455.4,9.13,9.13,0.0011,NDWI,68679000,3269.0,0.0011,
E74,Karnataka,Vijayanagara,Karnataka,2020-10-01,,191791,8455.4,6.79,6.79,0.0008,SITS+NDWI,68679000,2431.0,0.0008,
E75,Karnataka,Vijayanagara,Karnataka,2021-06-01,,191791,8455.4,19.72,19.72,0.0023,NDWI,68679000,7062.0,0.0023,
E76,Karnataka,Vijayanagara,Karnataka,2023-06-25,,191791,8455.4,20.61,20.61,0.0024,S1(cloud>60),68679000,7380.0,0.0024,
E77,Kerala,Thrissur,Kerala,2019-07-14,,38852,2961.8,19.7,19.7,0.0067,S1(cloud),36111000,18310.0,0.0067,
E78,Kerala,Thrissur,Kerala,2020-06-01,,38852,2961.8,0.34,0.34,0.0001,S1(cloud>60),36111000,316.0,0.0001,
E79,Kerala,Thrissur,Kerala,2021-06-01,,38852,2961.8,6.82,6.82,0.0023,SITS+NDWI(restored),36111000,6339.0,0.0023,
E80,Kerala,Thrissur,Kerala,2021-10-11,,38852,2961.8,13.19,13.19,0.0045,SITS+NDWI,36111000,12259.0,0.0045,
E81,Madhya Pradesh,Sagar,Madhya Pradesh,2015-06-23,,308252,10275.8,,,,none,88985000,,,NO COMBINED FLOOD: source=none
E82,Madhya Pradesh,Sagar,Madhya Pradesh,2016-07-09,,308252,10275.8,,,,none,88985000,,,NO COMBINED FLOOD: source=none
E83,Madhya Pradesh,Sagar,Madhya Pradesh,2017-06-25,,308252,10275.8,15.09,15.09,0.0015,S1(cloud),88985000,4356.0,0.0015,
E84,Madhya Pradesh,Sagar,Madhya Pradesh,2018-08-02,,308252,10275.8,6.33,6.33,0.0006,S1(cloud),88985000,1827.0,0.0006,
E85,Madhya Pradesh,Sagar,Madhya Pradesh,2020-06-01,,308252,10275.8,26.83,26.83,0.0026,SITS+NDWI,88985000,7745.0,0.0026,
E86,Madhya Pradesh,Sagar,Madhya Pradesh,2022-05-17,,308252,10275.8,5.7,5.7,0.0006,SITS+NDWI,88985000,1645.0,0.0006,
E87,Madhya Pradesh,Sagar,Madhya Pradesh,2023-06-14,,308252,10275.8,13.34,13.34,0.0013,SITS+NDWI,88985000,3851.0,0.0013,
E88,Madhya Pradesh,Sagar,Madhya Pradesh,2025-09-15,,308252,10275.8,3.05,3.05,0.0003,SITS+NDWI,88985000,880.0,0.0003,
E89,Maharashtra,Parbhani,Maharashtra,2015-06-19,,307713,6347.3,,,,none,128659000,,,NO COMBINED FLOOD: source=none
E90,Maharashtra,Parbhani,Maharashtra,2016-08-01,,307713,6347.3,,,,none,128659000,,,NO COMBINED FLOOD: source=none
E91,Maharashtra,Parbhani,Maharashtra,2017-08-29,,307713,6347.3,5.76,5.76,0.0009,S1(cloud),128659000,2408.0,0.0009,
E92,Maharashtra,Parbhani,Maharashtra,2018-06-22,,307713,6347.3,6.33,6.33,0.001,S1(cloud),128659000,2647.0,0.001,
E93,Maharashtra,Parbhani,Maharashtra,2018-08-07,,307713,6347.3,,,,none,128659000,,,NO COMBINED FLOOD: source=none
E94,Maharashtra,Parbhani,Maharashtra,2019-06-28,,307713,6347.3,4.76,4.76,0.0007,S1(cloud),128659000,1990.0,0.0007,
E95,Maharashtra,Parbhani,Maharashtra,2020-06-01,,307713,6347.3,45.39,45.39,0.0072,SITS+NDWI,128659000,18978.0,0.0072,
E96,Maharashtra,Parbhani,Maharashtra,2021-06-01,,307713,6347.3,3.52,3.52,0.0006,SITS+NDWI,128659000,1472.0,0.0006,
E97,Maharashtra,Parbhani,Maharashtra,2023-06-25,,307713,6347.3,19.02,19.02,0.003,S1(cloud),128659000,7953.0,0.003,
E98,Maharashtra,Parbhani,Maharashtra,2024-08-26,,307713,6347.3,14.16,14.16,0.0022,S1(cloud>60),128659000,5920.0,0.0022,
E99,Manipur,Imphal West,Manipur,2015-07-15,,22327,489.0,,,,none,3289000,,,NO COMBINED FLOOD: source=none
