event_district_id,state,district,baseline_status,aoi_match_status,aoi_source,geometry_id,aoi_match_method,aoi_boundary_year,aoi_historical_boundary_verified,aoi_match_evidence,aoi_boundary_note,review_reason
E010::barnala,Punjab,Barnala,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B39051871473194,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E004::palghar,Maharashtra,Palghar,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B37148244536449,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E003::tapi,Gujarat,Tapi,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B12519626815499,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E003::morbi,Gujarat,Morbi,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B2080752988715,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E005::darjeeling,West Bengal,Darjeeling,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17109302371020,reviewed_alias,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E016::baksa,Assam,Baksa,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B8221925175605,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E019::jiribam,Manipur,Jiribam,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B64881202564500,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E016::udalguri,Assam,Udalguri,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B20307518801538,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E016::dhubri,Assam,Dhubri,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B25835998628545,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E016::morigaon,Assam,Morigaon,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E020::balasore,Odisha,Balasore,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B81147724102706,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E021::jalore,Rajasthan,Jalore,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B59459156188335,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E017::kutch,Gujarat,Kutch,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B91881382098572,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E023::baksa,Assam,Baksa,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B8221925175605,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E023::udalguri,Assam,Udalguri,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B20307518801538,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E023::morigaon,Assam,Morigaon,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E022::malda,West Bengal,Malda,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B36734405131975,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E022::alipurduar,West Bengal,Alipurduar,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B23858286755005,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E024::morigaon,Assam,Morigaon,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E025::ysr%20kadapa,Andhra Pradesh,YSR Kadapa,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B72109128179340,reviewed_alias,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E024::sivasagar,Assam,Sivasagar,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B21722277889516,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E028::tawang,Arunachal Pradesh,Tawang,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B18668117085772,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E027::thiruvarur,Tamil Nadu,Thiruvarur,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B45072089356239,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E031::namsai,Arunachal Pradesh,Namsai,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B1875965515331,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E027::viluppuram,Tamil Nadu,Viluppuram,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B86430586962522,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E029::dhubri,Assam,Dhubri,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B25835998628545,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E032::dhubri,Assam,Dhubri,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B25835998628545,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E032::morigaon,Assam,Morigaon,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E035::purnea,Bihar,Purnea,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B32499449492865,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E034::agar%20malwa,Madhya Pradesh,Agar Malwa,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B29721759389119,reviewed_alias,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E036::prayagraj,Uttar Pradesh,Prayagraj,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B51368558457506,reviewed_alias,2021.0,False,https://prayagraj.nic.in/history/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E038::dhubri,Assam,Dhubri,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B25835998628545,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E039::chhota%20udaipur,Gujarat,Chhota Udaipur,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B69417260894674,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E038::morigaon,Assam,Morigaon,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E039::tapi,Gujarat,Tapi,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B12519626815499,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E040::palghar,Maharashtra,Palghar,NO_IMAGERY,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B37148244536449,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E045::jalore,Rajasthan,Jalore,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B59459156188335,census_label_alias,2021.0,False,https://censusindia.gov.in/nada/index.php/catalog/42557,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E041::visakhapatnam,Andhra Pradesh,Visakhapatnam,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B71485440235524,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::chirang,Assam,Chirang,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B56012535339305,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::charaideo,Assam,Charaideo,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B89228414823983,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::biswanath,Assam,Biswanath,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B40714385808093,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::hojai,Assam,Hojai,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B70315194619807,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::kamrup%20metropolitan,Assam,Kamrup Metropolitan,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B38230828972906,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::morigaon,Assam,Morigaon,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B17968019348564,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::dhubri,Assam,Dhubri,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B25835998628545,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::majuli,Assam,Majuli,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B15157901669242,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::south%20salmara,Assam,South Salmara,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B20298037622173,reviewed_alias,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E047::sivasagar,Assam,Sivasagar,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B21722277889516,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E049::imphal%20east,Manipur,Imphal East,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B30779259886340,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
E049::imphal%20west,Manipur,Imphal West,OK,matched,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,76128533B99807650893733,exact_or_spacing,2021.0,False,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.","District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution."
